sent_id	uri	mention	final sentence
4875	Q13092889	E. E. Mangindaan	E. E. Mangindaan juga pernah menjabat sebagai Pangdam VIII/Trikora.
4876	Q365144	Caitlyn	Caitlyn dikaruniai enam anak dari pernikahannya dengan mantan-mantan istrinya, Chrystie Crownover, Linda Thompson, dan Kris Jenner.
4877	Q16166161	Alisia	Alisia mulai dikenal luas berkat perannya sebagai Kinanti Lestari dalam serial Terpaksa Menikahi Tuan Muda.
4878	Q311308	Pangeran Alois Dari Liechtenstein	Pangeran Alois dari Liechtenstein menikah dengan Adipatni Sophie di Bavaria, yang merupakan anggota Wilayah Wittelsbach, dan yang kedua dalam garis suksesi Jacobite.
4879	Q172118	Percy	Percy juga menulis artikel tentang metode ilmiah dan segi lain filsafat ilmu.
4880	Q491150	Raja	Raja melahirkan Guhyeong, yang menjadi penguasa terakhir kerajaan tersebut.
4881	Q174277	Tazio	Ketika Tazio kembali membalap setelah perang Tazio sudah berusia 54 tahun dan kesehatannya mulai memburuk.
4882	Q37628	Mila	Semenjak itu karier Mila terus berkembang, dan pada tahun 1999, Mila menandatangani persetujuan untuk menjadi pengisi suara Meg Griffin di serial animasi Family Guy.
4883	Q12515626	Syamsudin	Syamsudin merupakan salah satu tokoh dari PNI.
4884	Q203690	Brian	Brian meninggal dunia pada 1967, pada umur 32 tahun karena overdosis.
4885	Q703137	Ouyang	Pada 31 Desember 1972, Ouyang menjadi penyanyi solo kelahiran asing pertama yang tampil dalam acara musik Kōhaku Uta Gassen di televisi NHK.
4886	Q313252	Charles Evans Hughes	Charles Evans Hughes adalah kandidat Republik dalam pemilihan umum presiden AS 1916, kalah dengan Woodrow Wilson.
4887	Q26236956	Zara	Zara merupakan mantan anggota JKT48 yang tergabung dalam Tim T sejak 1 Desember 2016 sampai lulus pada 4 Desember 2019.
4888	Q320863	Grup Bank Dunia	Sejak berdiri, grup bank dunia mendapat banyak kritik dan pernah ternodai sebuah skandal antara Presiden Paul Wolfowitz dan asistennya, Shaha Riza, pada tahun 2007.
4889	Q5262470	Ruth	Ruth Penghargaan-penghargaannya pun secara tidak langsung mengharumkan nama Indonesia sehingga Ruth pula pernah dianugerahi Penghargaan Mahabhakti Adikarya Utama bersama-sama dengan Wiranto.
4890	Q442897	Rebel	Rebel juga muncul sebagai Becky di film Bachelorette dan membintangi film musikal Pitch Perfect dan Pitch Perfect 2 sebagai Fat Amy, peran tersebut membawanya meraih beberapa nominasi penghargaan dan memenangkan penghargaan diantaranya MTV Best Breakthrough Performance Award dan Teen Choice Award untuk Aktris Film Pilihan.
4891	Q200355	Olivia	Pada tahun 2017, Olivia melakukan debutnya di Broadway, memainkan peran Julia di 1984.
4892	Q707500	Michael	Selanjutnya, Michael juga bermain dalam film Wild Horse Hank, An American Christmas Carol, Nothing Personal, dan lain-lain.
4893	Q334128	Helen	Helen bersekolah di St. Patrick's Catholic High School, Coatbridge.
4894	Q43033	Desmond	Tutu dipilih dan ditahbiskan menjadi uskup berkulit hitam pertama di Gereja Anglikan Desmond ditahbiskan di kota Cape Town.
4895	Q63171	Stephan	Stephan adalah putra tertua dari Stephan II dan Elisabetta dari Sisilia.
4896	Q19725734	Franki	Namanya Franki dikenal sebagai penata musik untuk film dan meraih beberapa penghargaan pada Festival Film Indonesia.
4897	Q16176259	Erry	Setelah tidak menjabat dirut BEI, Erry dipercaya Erry menjabat Komisaris Independen di banyak perusahaan, seperti PT Astra International Tbk.
4898	Q434485	Isabella	Isabella menemani kakak perempuannya Constanza ke Inggris setelah pernikahannya dengan John, dan menikah dengan adik laki-laki Gaunt, Edmund.
4899	Q312143	David	Sampdoria, Arsenal, dan Nottingham Forest F.C.. David pernah melatih tim U.C.
4900	Q50184	Yi	Dalam 7 tahun masa perang itu, Yi memenangkan sebanyak 23 kali pertempuran di laut tanpa kekalahan.
4901	Q53035	Massimo	Dijuluki sebagai "pelawak berperasaan", Massimo dianggap sebagai salah satu aktor terpenting dalam teater dan sinema Italia.
4902	Q213801	Olav	Olav mendirikan gereja pertama di Norwegia tahun 995 dan mendirikan kota Trondheim tahun 997.
4903	Q48373	David	Hampir sepanjang hidupnya David dihabiskan di hutan-hutan Afrika, sebab David ingin menemukan jalur perdagangan alternatif yang dapat membawa kemakmuran bagi penduduk asli Afrika.
4904	Q133973	Wimax	Wimax dapat diaplikasikan baik untuk koneksi broadband 'last mile' maupun 'backhaul' dengan kecepatan data mencapai 70 Mbps.
4905	Q309932	Bruce	Bruce dikenal karena penggambarannya Ash Williams di Sam Raimi Evil Dead franchise, dimulai dengan film pendek 1978 Within the Woods.
4906	Q106762	George	Pada tahun 1978, George dianugerahi Medali Rumford, dan pada tahun 1992 Medali Copley.
4907	Q311798	Gaafar	Seorang perwira militer, Gaafar berkuasa setelah melakukan kudeta militer pada tahun 1969.
4908	Q45433	British	British adalah salah satu organisasi budaya Inggris yang bergerak di bidang pendidikan.
4909	Q703418	Zhang	Pada 20 Agustus 2003, Zhang memulai karier internasionalnya untuk timnas Tiongkok, yang mengadakan pertandingan persahabatan melawan tim nasional Cili, dengan skor akhir 0-0.
4910	Q2120645	Sonja	Sonja memenangkan babak final Seleksi Nasional hingga akhirnya melaju ke babak inti kontes tersebut.
4911	Q2248330	Asami	Asami mulai berkarier di dunia film sejak tahun 2005.
4912	Q205704	Apollodoros	Apollodoros pergi, atau kabur, dari Aleksandria sekitar tahun 146 SM.
4913	Q12485038	Habibie	The Habibie didirikan pada tanggal 10 November 1998 oleh Prof. Dr.-Ing.
4914	Q372441	Nitokris	Nitokris konon adalah ibunda dari raja kota terakhir, Labynetus, dan menipu Darius I dari Persia dengan menempatkan makamnya di atas sebuah gerbang sehingga orang-orang Persia tidak dapat lewat dibawahnya.
4915	Q82059	Nasdaq	Nasdaq ini sepenuhnya milik Nasdaq, Inc., yang juga memiliki jaringan bursa efek Nasdaq Nordic dan sejumlah bursa saham lain di Amerika Serikat.
4916	Q4216442	Lala	Sebelum berkarier sebagai penyanyi solo, Lala pernah tergabung dalam grup musik bernama Inersia.
4917	Q17590	Santo	Cambuk orang gila ini sampai sepuasmu!” Walau tubuh Santo ge-etar penuh luka, tetapi wajahnya tetap tersenyum.
4918	Q188128	Alexei Alexeyevich Abrikosov	Alexei Alexeyevich Abrikosov adalah warga negara Rusia dan Amerika Serikat.
4919	Q12500074	Nani	Nani merupakan salah satu dari empat anggota Golden Girls bersama Ida Kusumah, Connie Sutedja, dan Rina Hassim.
4920	Q3235161	Nob	Bersama Make-Up, Nob merekan beberapa lagu untuk anime Saint Seiya, termasuk lagu pembuka pertama Pegasus Fantasy dan lagu penutup pertama Blue Forever.
4921	Q19204	Mark	Grup ini vakum setelah Mark meninggal dunia pada bulan Juli 2017.
4922	Q713679	Timoteos	Timoteos adalah putra dari jenderal Athena, Konon.
4923	Q1385041	Nicolaus Adi Seputra	Pengunduran diri Nicolaus Adi Seputra sebagai Uskup Agung Merauke diterima pada 28 Maret 2020.
4924	Q461011	Louis	Louis mengalami masa kepopulerannya sejak akhir tahun 1930-an sampai dengan awal tahun 1950-an.
4925	Q376435	Vuk	Vuk menguasai wilayah Vojvodina modern dan tunduk kepada Kerajaan Hungaria.
4926	Q243787	Gregorius	Gregorius sependapat dengan tradisi lama dalam Teologi Ortodoks Timur bahwa dalam teosis tidak berarti manusia kemudian menjadi sama dengan hakikat Ilahi.
4927	Q228860	Colbie	Colbie menjadi terkenal saat memenangkan Grammy Award dengan kategori album terbaik Fearless.
4928	Q6410397	Kinaryosih	Kinaryosih memulai kariernya dari modeling dengan meraih juara pertama dalam pemilihan Wajah Femina pada tahun 1997.
4929	Q461733	William Robertson Smith	William Robertson Smith menjadi profesor bahasa Arab dan ahli perpustakaan di Universitas Cambridge.
4930	Q313927	Dani	Lahir dan dibesarkan di Argentina, Dani mewakili tim nasional Italia di kancah internasional.
4931	Q487897	Qri	Qri adalah yang terakhir dari 3 anggota baru yang akan ditambahkan ke grup setelah 2 mantan anggota Jiae dan Jiwon keluar dari kelompok di pertengahan 2009.
4932	Q17411393	H. Sjamsu Alam	H. Zain Katoe, sebelumnya H. Sjamsu Alam menjabat sebagai Wakil Wali kota dari Drs.
4933	Q328864	Tosiwo	Tosiwo menjabat pada periode 1979-1987.
4934	Q2880962	Balitung	Wilayah kekuasaan balitung mencakup Jawa Tengah, Jawa Timur, bahkan Bali.
4935	Q189997	Robert Betts Laughlin	Antara tahun 2004-2006 Robert Betts Laughlin menjabat sebagai presiden KAIST di Daejeon, Korea Selatan.
4936	Q4201482	Sjafruddin	Usai mengembalikan mandatnya kepada Sukarno pada 14 Juli 1949, Sjafruddin sempat menjadi Wakil Perdana Menteri sebelum ditunjuk kembali menjadi Menteri Keuangan.
4937	Q57109	Josef	Josef ditugasi untuk menjadi perwira batalyon medis pada awal Perang Dunia II, kemudian dipindahkan ke dinas kamp konsentrasi Nazi pada awal 1943 di Auschwitz, dimana ia melihat kesempatan untuk mengadakan penelitian genetis kepada manusia.
4938	Q12496113	Andika	Sayangnya pada tahun itu juga band ini bubar dikarenakan konflik yang terjadi antara Andika dan Dodhy, konflik inilah yang menjadi titik awal permusuhan keduanya.
4939	Q316735	Leonardo	Leonardo menjadi murid di Conservatorio della Pietà dei Turchini, Napoli pada 1703 dan menjadi murid mula-mula dari Francesco Provenzale dan kemudian dari Nicola Fago.
4940	Q320014	Abraham	Sebagai perdana menteri, kebijakannya Abraham yang berdampak terhadap Hindia Belanda adalah politik etis.
4941	Q34418	Zaid Bin Haritsah	Zaid Bin Haritsah adalah satu-satunya sahabat Nabi yang disebutkan dalam Alquran secara eksplisit, yaitu di Surah al-Ahzab ayat 37.
4942	Q25463928	Ruri	Ruri bergabung dengan Repvblik sebagai vokalis sejak terbentuknya pertama kali pada tahun 2004.
4943	Q334818	Kazi Nazrul Islam	Akibatnya, kesehatan Kazi Nazrul Islam menurun dan memaksanya untuk tinggal di tempat terpencil selama bertahun-tahun.
4944	Q926206	Newton D. Baker	Newton D. Baker menjabat sebagai walikota Cleveland, Ohio ke-37 dari 1912 sampai 1915.
4945	Q40220	Susie	Susie dikenal dengan perannya sebagai Susie Greene dalam komedi situasi Curb Your Enthusiasm yang ditayangkan televisi HBO, dan sebagai pengisi suara tokoh kucing betina bernama "Mittens" dalam film animasi Bolt.
4946	Q254905	Brook Mahealani Lee	Hingga saat ini, Brook Mahealani Lee adalah Miss Universe tertua dalam sejarah karena Brook Mahealani Lee memenangkan mahkota Miss Universe di usia 26 tahun.
4947	Q312602	Ildibad	Ildibad terpilih untuk menggantikan Vitiges.
4948	Q982927	Ricky	Ricky berteman dekat dengan Samuel Hui, Michael Hui dan beberapa artis Hong Kong lainnya yang dianggap merupakan lambang generasi 70-an dan 80-an.
4949	Q243536	Howard	Howard menemukan transkriptase berkebalikan pada 1970-an di Universitas Wisconsin, Madison.
4950	Q57480	Abd Rabbuh Mansur Hadi	Abd Rabbuh Mansur Hadi menjabat sebagai Presiden Yaman sejak 27 Februari 2012 dan pernah menjadi Wakil Presiden dari 1994 sampai 2012.
4951	Q12830	Reinhard	Pada 1968 Reinhard menjadi ekonom, dan bekerja sebagai profesor ekonomi di Berlin, Bielefeld dan Bonn.
4952	Q171490	Tony	Tony pernah turun untuk tim Williams F1 di awal debutnya, dan kemudian pindah ke tim Embassy Hill.
4953	Q12492925	Kunarto	Kunarto lulusan pendidikan polisi, PTIK angkatan IX pada tahun 1962.
4954	Q14933460	Raja	Nama Raja dikenang oleh penonton Indonesia karena pernah bergabung bersama Warkop dalam film Jodoh Boleh Diatur, tetapi film Indonesia pertama Raja adalah Pernikahan Berdarah yang dibintangi Raja bersama aktor Willy Dozan.
4955	Q4216435	Sandhy	Sandhy yang wajahnya sering dibilang mirip dengan komedian Narji ini memulai karier musiknya sebagai musisi jalanan di kota Berlin, mengamen di Metro, dan bermain musik dari pub ke pub.
4956	Q173160	Toranosuke	Toranosuke juga kemudian turun di ajang Champ Car pada tahun 2001 dan 2002 serta ajang Indy Car pada 2003-2004.
4957	Q222818	Eartha	Eartha memperoleh dua Emmy Awards selama kiprahnya di dunia hiburan.
4958	Q230677	Madame Du Barry	Dalam perjalanannya menuju guillotine, Madame Du Barry memohon belas kasihan, tetapi permohonan ini diabaikan.
4959	Q193047	Lucius Tarquinius Superbus	Lucius Tarquinius Superbus, atau Tarquinius yang Sombong, adalah raja ketujuh dan terakhir dari Kerajaan Romawi, yang memerintah dari sekitar tahun 535 SM hingga 509 SM.
4960	Q1231345	Paul	Paul adalah seorang pendiri Front Patriotik Rwanda dan terkenal karena berhasil menghentikan Pembantaian Rwanda.
4961	Q17410820	Nabiel Al Musawa	Daerah Pemilihan Nabiel Al Musawa dulu adalah dari Kalimantan Selatan II yang melingkupi Kabupaten Tanah Laut, Kota Baru, Tanah Bumbu dan Kota Banjarmasin serta Banjarbaru.
4962	Q269869	Greg	Greg telah muncul di banyak film populer, termasuk dalam film Sabrina, You've Got Mail, Nurse Betty, We Were Soldiers, Little Miss Sunshine, Invincible dan Green Zone, ia juga berperan dalam acara-acara televisi, seperti Friends, Talk Soup, The Kennedys, Modern Family dan Rake.
4963	Q532423	Robert	Robert menjabat sebagai presiden Disney pada tahun 2000, dan kemudian menggantikan Michael Eisner sebagai pejabat eksekutif pada tahun 2005 setelah upaya sukses oleh Roy E. Disney untuk merombak manajemen perusahaan.
4964	Q933172	Francesco	Sempat Francesco pindah ke Genoa kemudian dipinjamkan ke Frosinone sebelum bergabung dengan Siena pada tahun 2010.
4965	Q72556	Leonor Dari Kastilia	Leonor Dari Kastilia adalah permaisuri Aragon oleh pernikahannya dengan Chaime I dari Aragon.
4966	Q62558	Cyd	Pada masa-masa berikutnya, Cyd mendiskusikan sejarah musikal Hollywood dalam dokumenter-dokumenter, dan tampil dalam That's Entertainment!
4967	Q248767	John	Pada 1954, John memasuki pasar reksadana dan menciptakan Templeton Growth Fund.
4968	Q244674	Benedict	Benedict memperoleh pengakuan luas karena memerankan Sherlock Holmes dalam serial Sherlock dari tahun 2010 hingga 2017, yang membuatnya memenangkan penghargaan Primetime Emmy Award untuk Aktor Utama Luar Biasa.
4969	Q44530	Maximilian	Berbeda dengan ayahanda, Raja Ludwig I dan putranya Raja Ludwig II, Maximilian sangat populer dan lebih tertarik pada urusan pemerintahan daripada pemborosan pribadi.
4970	Q12481846	Domingos Md Soares	Pada tahun 2001 dan 2002 Domingos Md Soares menulis dua buku yang berhubungan dengan pandangannya menyangkut integrasi Timor Timur ke Indonesia dan proses pemisahan Timor Timur yang terjadi tahun 1999 pasca jajak pendapat, "International Conspiracy" dan "Perfect Crimes".
4971	Q193492	Daniel Arap Moi	Kariernya Daniel Arap Moi dimulai sebagai seorang guru sesudah pendidikan menengah yang singkat.
4972	Q328929	Sean	Sean membantu mendirikan Napster, Plaxo, Causes dan Airtime.
4973	Q343293	Fernando	Fernando dikenal karena menyutradarai film City of God, yang dirilis pada 2002 di Brasil dan pada 2003 di Amerika Serikat oleh Miramax Films, yang meraih sambutan kritis mancanegara.
4974	Q2279541	Akira	Pada Musim MotoGP 2002, Akira dipercaya sebagai pembalap tim Kawasaki untuk mengembangkan motor ZX-RR.
4975	Q233969	Le Duc Tho	Setelah pembebasannya pada 1945 Le Duc Tho membantu memimpin Viet Minh, gerakan kemerdekaan Vietnam yang melawan Prancis, sampai Persetujuan Jenewa ditandatangani pada 1954.
4976	Q334111	Kaisar	Putra Mahkota Yi Cheok dijadikan Kaisar Yung-hui ketika Jepang mendesak abdikasi Kaisar Gwangmu dan pemerintahannya berakhir dengan Traktat Jepun–Korea 1910 pada tahun 1910.
4977	Q215497	Kevin	Kevin lebih dikenal karena perkawinannya dengan Britney Spears yang hanya berlangsung selama 2 tahun dan menuai kontroversi dibanding dengan prestasinya pada dunia hiburan.
4978	Q12524545	William	William mulai dikenal ketika berperan dalam sinetron Cinta SMU dan film Ada Hantu di Sekolah.
4979	Q181529	Herbert	Secara khusus, Herbert adalah salah satu pelopor beberapa bidang keilmuan modern seperti pengambilan keputusan, kecerdasan buatan, pengolahan informasi, penyelesaian masalah, perilaku keorganisasian, dan sistem kompleks.
4980	Q312114	Aristarkos Dari Samotrakia	Aristarkos Dari Samotrakia adalah pustakawan perpustakaan Aleksandria dan tampaknya meneriskan gurunya Aristophanes dari Bizantium dalam jabatan tersebut.
4981	Q12488366	Kabuyutan	Bangunan rumah di kabuyutan ini terbagi atas dua bagian.
4982	Q172056	Osman	Osman adalah sultan yang amat progresif, namun kurangnya calon profesional dan berkemauan keras menyebabkan reformasi yang dilaksanakannya menyebabkan kejatuhannya.
4983	Q223790	Joseph	Di atas panggung, penggambaran Joseph tahun 2023 sebagai Gareth Southgate dalam karya James Graham Dear England membuatnya mendapatkan nominasi untuk Laurence Olivier Award untuk Aktor Terbaik.
4984	Q12472924	Ayu Diah Pasha	Ayu Diah Pasha memulai kariernya sebagai model.
4985	Q1278391	Onesilos	Onesilos berhasil merebut semua kota penting di Siprus kecuali negara kota Yunani-Fenisia Amathos, yang masih setia kepada Persia.
4986	Q1150951	Maeda	Maeda lahir dari klan Takigawa di Owari, awalnya merupakan anak Takigawa Kazumasu.
4987	Q451426	Histiaios	Histiaios menjadi tiran Miletos setelah Darius I, raja Persia, menaklukan Miletos dan negara-negara Ionia lainnya di Asia Kecil.
4988	Q232285	Choi	Choi dikenal sebagai bintang film dan drama televisi serta bintang iklan yang laris.
4989	Q313320	Akechi	Salah satu kemungkinan adalah membalas dendam atas kematian ibunya Akechi akibat Nobunaga melanggar perjanjian damai dengan Hatano.
4990	Q311171	Paul	Paul merupakan mantan pemain Manchester United dan menjadi pemain berkulit hitam pertama yang menjadi kapten Inggris.
4991	Q314784	Ghazi I Dari Irak	Ghazi I Dari Irak adalah anak dari Faisal I dan ayah dari Faisal II.
4992	Q4757811	Andrew	Andrew dididik di Charterhouse School dan belajar sejarah di Christ Church, Oxford.Andrew kemudian bekerja untuk The Times sebagai koresponden di Afrika, Timur Tengah, dan Asia.
4994	Q1581954	Goffredo	Pada tahun itu, Goffredo, saudaranya Comte Puglia, masing-masing memberi Mauger dan Guglielmo Capitanate dan Principat dengan gelar comte.
